Mes;dia;Provincia;TotalVales;TotalEntregados;TotalCancelados;TotalIncidencias;TotalDevoluciones
Mayo;30;Sevilla;2;1;1;0;0
Junio;9;Granada;2;2;0;0;0
Junio;10;Sevilla;3;0;0;3;0
Junio;14;Granada;1;1;0;0;0
Junio;17;Granada;1;1;0;0;0
Junio;18;Granada;2;2;0;0;0
Junio;20;Granada;1;1;0;0;0
Junio;20;Sevilla;2;1;1;0;0
Junio;21;Granada;1;1;0;0;0
Junio;21;Sevilla;3;0;3;0;0
Junio;22;Sevilla;12;2;6;4;0
Junio;22;Sevilla;2;1;1;0;0
Junio;23;Sevilla;1;1;0;0;0
Junio;23;Granada;1;1;0;0;0
Junio;24;Granada;3;3;0;0;0
Junio;24;Sevilla;2;2;0;0;0
Junio;27;Granada;1;1;0;0;0
Junio;27;Sevilla;3;3;0;0;0
Junio;28;Sevilla;4;3;1;0;0
Junio;28;Granada;1;1;0;0;0
Junio;29;Sevilla;2;2;0;0;0
Junio;29;Granada;1;1;0;0;0
Junio;30;Sevilla;2;2;0;0;0
Junio;30;Sevilla;1;1;0;0;0
Julio;1;Granada;1;0;1;0;0
Julio;1;Sevilla;2;2;0;0;0
Julio;4;Sevilla;1;1;0;0;0
Julio;5;Sevilla;1;1;0;0;0
Julio;5;Sevilla;3;3;0;0;0
Julio;5;Sevilla;2;1;0;1;0
Julio;5;Sevilla;2;1;0;1;0
Julio;6;Sevilla;1;1;0;0;0
Julio;6;Sevilla;2;1;0;1;0
Julio;6;Sevilla;1;1;0;0;0
Julio;6;Sevilla;1;1;0;0;0
Julio;7;Sevilla;3;3;0;0;0
Julio;8;Sevilla;1;1;0;0;0
Julio;8;Sevilla;1;1;0;0;0
Julio;11;Granada;1;1;0;0;0
Julio;11;Sevilla;2;2;0;0;0
Julio;12;Sevilla;1;1;0;0;0
Julio;13;Sevilla;1;1;0;0;0
Julio;13;Sevilla;1;1;0;0;0
Julio;13;Granada;4;4;0;0;0
Julio;14;Sevilla;1;1;0;0;0
Julio;14;Sevilla;1;1;0;0;0
Julio;16;Sevilla;1;0;0;1;0
Julio;16;Sevilla;1;1;0;0;0
Julio;18;Sevilla;1;0;1;0;0
Julio;19;Sevilla;6;6;0;0;0
Julio;19;Granada;1;1;0;0;0
Julio;20;Granada;1;1;0;0;0
Julio;21;Granada;2;2;0;0;0
Julio;21;Sevilla;1;1;0;0;0
Julio;22;Sevilla;1;1;0;0;0
Julio;23;Granada;1;1;0;0;0
Julio;25;Granada;2;2;0;0;0
Julio;25;Sevilla;1;1;0;0;0
Julio;26;Sevilla;1;1;0;0;0
Julio;26;Granada;1;1;0;0;0
Julio;27;Sevilla;1;1;0;0;0
Julio;27;Sevilla;1;1;0;0;0
Julio;27;Sevilla;1;1;0;0;0
Julio;27;Sevilla;2;2;0;0;0
Julio;27;Sevilla;2;2;0;0;0
Julio;28;Sevilla;2;2;0;0;0
Julio;28;Sevilla;1;1;0;0;0
Julio;28;Sevilla;1;1;0;0;0
Julio;28;Sevilla;3;3;0;0;0
Julio;28;Sevilla;1;1;0;0;0
Julio;28;Sevilla;2;2;0;0;0
Julio;28;Granada;1;1;0;0;0
Julio;29;Sevilla;4;3;1;0;0
Julio;29;Sevilla;3;0;1;2;0
Julio;29;Sevilla;1;1;0;0;0
Julio;29;Sevilla;1;1;0;0;0
Julio;29;Sevilla;2;2;0;0;0
Julio;29;Sevilla;3;3;0;0;0
Julio;29;Sevilla;2;1;1;0;0
Julio;29;Sevilla;1;1;0;0;0
Julio;29;Huelva;2;1;1;0;0
Julio;30;Sevilla;2;2;0;0;0
Julio;30;Sevilla;1;1;0;0;0
Julio;30;Sevilla;1;1;0;0;0
Agosto;1;Huelva;1;0;1;0;0
Agosto;1;Sevilla;1;1;0;0;0
Agosto;1;Sevilla;2;2;0;0;0
Agosto;1;Sevilla;1;1;0;0;0
Agosto;1;Sevilla;2;0;1;1;0
Agosto;1;Sevilla;1;1;0;0;0
Agosto;2;Huelva;1;0;1;0;0
Agosto;2;Sevilla;1;1;0;0;0
Agosto;2;Sevilla;11;0;6;5;0
Agosto;2;Sevilla;1;0;1;0;0
Agosto;2;Sevilla;1;1;0;0;0
Agosto;2;Sevilla;1;1;0;0;0
Agosto;2;Sevilla;1;0;1;0;0
Agosto;2;Granada;2;2;0;0;0
Agosto;3;Huelva;6;0;6;0;0
Agosto;3;Sevilla;2;2;0;0;0
Agosto;3;Sevilla;2;2;0;0;0
Agosto;3;Sevilla;4;4;0;0;0
Agosto;3;Sevilla;1;1;0;0;0
Agosto;3;Sevilla;1;1;0;0;0
Agosto;3;Sevilla;1;0;0;1;0
Agosto;3;Sevilla;2;2;0;0;0
Agosto;3;Granada;1;1;0;0;0
Agosto;4;Huelva;1;1;0;0;0
Agosto;4;Sevilla;2;2;0;0;0
Agosto;4;Sevilla;3;1;2;0;0
Agosto;4;Sevilla;1;1;0;0;0
Agosto;4;Sevilla;2;2;0;0;0
Agosto;4;Granada;1;1;0;0;0
Agosto;5;Sevilla;1;1;0;0;0
Agosto;5;Sevilla;1;1;0;0;0
Agosto;5;Sevilla;1;1;0;0;0
Agosto;5;Sevilla;6;3;1;2;0
Agosto;5;Sevilla;2;1;1;0;0
Agosto;5;Sevilla;6;6;0;0;0
Agosto;5;Sevilla;5;2;1;2;0
Agosto;5;Sevilla;2;2;0;0;0
Agosto;5;Granada;2;2;0;0;0
Agosto;6;Sevilla;1;1;0;0;0
Agosto;6;Sevilla;1;1;0;0;0
Agosto;8;Sevilla;2;1;1;0;0
Agosto;8;Sevilla;2;2;0;0;0
Agosto;8;Sevilla;1;1;0;0;0
Agosto;8;Sevilla;4;3;0;1;0
Agosto;8;Sevilla;1;1;0;0;0
Agosto;8;Sevilla;2;1;1;0;0
Agosto;8;Sevilla;2;2;0;0;0
Agosto;8;Sevilla;1;1;0;0;0
Agosto;8;Huelva;1;1;0;0;0
Agosto;8;Granada;1;1;0;0;0
Agosto;9;Huelva;3;2;1;0;0
Agosto;9;Sevilla;2;2;0;0;0
Agosto;9;Sevilla;1;1;0;0;0
Agosto;9;Sevilla;1;1;0;0;0
Agosto;9;Sevilla;6;1;4;1;0
Agosto;9;Sevilla;6;5;1;0;0
Agosto;9;Sevilla;2;2;0;0;0
Agosto;9;Sevilla;1;1;0;0;0
Agosto;9;Granada;1;1;0;0;0
Agosto;10;Sevilla;8;3;5;0;0
Agosto;10;Sevilla;1;1;0;0;0
Agosto;10;Sevilla;4;4;0;0;0
Agosto;10;Sevilla;1;1;0;0;0
Agosto;10;Sevilla;1;1;0;0;0
Agosto;10;Sevilla;1;1;0;0;0
Agosto;10;Sevilla;2;2;0;0;0
Agosto;10;Sevilla;1;1;0;0;0
Agosto;11;Huelva;1;1;0;0;0
Agosto;11;Sevilla;1;1;0;0;0
Agosto;11;Sevilla;2;2;0;0;0
Agosto;11;Sevilla;1;1;0;0;0
Agosto;11;Sevilla;3;3;0;0;0
Agosto;11;Sevilla;4;4;0;0;0
Agosto;11;Sevilla;1;1;0;0;0
Agosto;12;Sevilla;2;2;0;0;0
Agosto;12;Sevilla;1;1;0;0;0
Agosto;12;Sevilla;1;1;0;0;0
Agosto;12;Sevilla;2;2;0;0;0
Agosto;12;Granada;1;1;0;0;0
Agosto;13;Sevilla;1;1;0;0;0
Agosto;13;Granada;1;1;0;0;0
Agosto;15;Sevilla;1;1;0;0;0
Agosto;16;Huelva;7;7;0;0;0
Agosto;16;Sevilla;4;4;0;0;0
Agosto;16;Sevilla;3;3;0;0;0
Agosto;16;Sevilla;2;0;0;2;0
Agosto;16;Sevilla;1;1;0;0;0
Agosto;16;Sevilla;3;3;0;0;0
Agosto;16;Sevilla;1;1;0;0;0
Agosto;16;Sevilla;1;1;0;0;0
Agosto;16;Sevilla;3;3;0;0;0
Agosto;16;Sevilla;3;3;0;0;0
Agosto;16;Granada;1;1;0;0;0
Agosto;17;Huelva;10;4;0;6;0
Agosto;17;Sevilla;1;0;1;0;0
Agosto;17;Sevilla;1;1;0;0;0
Agosto;17;Sevilla;1;1;0;0;0
Agosto;17;Sevilla;4;4;0;0;0
Agosto;17;Sevilla;1;0;0;1;0
Agosto;17;Sevilla;1;1;0;0;0
Agosto;17;Sevilla;3;2;0;1;0
Agosto;17;Granada;1;1;0;0;0
Agosto;18;Sevilla;6;6;0;0;0
Agosto;18;Sevilla;4;4;0;0;0
Agosto;18;Sevilla;1;1;0;0;0
Agosto;18;Sevilla;1;1;0;0;0
Agosto;18;Sevilla;2;1;0;1;0
Agosto;18;Huelva;1;1;0;0;0
Agosto;18;Granada;1;1;0;0;0
Agosto;19;Sevilla;3;3;0;0;0
Agosto;19;Sevilla;1;1;0;0;0
Agosto;19;Sevilla;1;1;0;0;0
Agosto;19;Sevilla;2;2;0;0;0
Agosto;19;Sevilla;1;1;0;0;0
Agosto;19;Sevilla;1;1;0;0;0
Agosto;19;Granada;2;2;0;0;0
Agosto;22;Huelva;1;1;0;0;0
Agosto;22;Sevilla;5;5;0;0;0
Agosto;22;Sevilla;1;1;0;0;0
Agosto;22;Sevilla;3;3;0;0;0
Agosto;22;Sevilla;1;1;0;0;0
Agosto;22;Sevilla;2;2;0;0;0
Agosto;22;Granada;2;2;0;0;0
Agosto;23;Sevilla;1;1;0;0;0
Agosto;23;Sevilla;1;1;0;0;0
Agosto;23;Sevilla;2;2;0;0;0
Agosto;23;Sevilla;2;2;0;0;0
Agosto;23;Sevilla;1;1;0;0;0
Agosto;23;Sevilla;3;3;0;0;0
Agosto;23;Sevilla;2;2;0;0;0
Agosto;23;Sevilla;1;1;0;0;0
Agosto;23;Sevilla;1;1;0;0;0
Agosto;23;Granada;2;2;0;0;0
Agosto;24;Sevilla;1;1;0;0;0
Agosto;24;Sevilla;4;4;0;0;0
Agosto;24;Sevilla;3;3;0;0;0
Agosto;24;Sevilla;1;1;0;0;0
Agosto;24;Sevilla;1;1;0;0;0
Agosto;24;Huelva;2;2;0;0;0
Agosto;25;Sevilla;1;1;0;0;0
Agosto;25;Sevilla;3;3;0;0;0
Agosto;25;Sevilla;2;2;0;0;0
Agosto;25;Sevilla;1;1;0;0;0
Agosto;25;Granada;1;1;0;0;0
Agosto;26;Sevilla;3;2;0;1;0
Agosto;26;Sevilla;2;2;0;0;0
Agosto;26;Sevilla;1;1;0;0;0
Agosto;26;Sevilla;4;4;0;0;0
Agosto;26;Sevilla;4;4;0;0;0
Agosto;26;Sevilla;1;1;0;0;0
Agosto;26;Sevilla;1;1;0;0;0
Agosto;26;Granada;2;2;0;0;0
Agosto;29;Sevilla;2;2;0;0;0
Agosto;29;Sevilla;1;1;0;0;0
Agosto;29;Sevilla;1;1;0;0;0
Agosto;29;Sevilla;1;1;0;0;0
Agosto;29;Sevilla;4;4;0;0;0
Agosto;29;Sevilla;1;1;0;0;0
Agosto;29;Sevilla;1;1;0;0;0
Agosto;29;Granada;3;3;0;0;0
Agosto;30;Sevilla;2;2;0;0;0
Agosto;30;Sevilla;1;1;0;0;0
Agosto;30;Sevilla;1;1;0;0;0
Agosto;30;Sevilla;1;1;0;0;0
Agosto;30;Sevilla;3;3;0;0;0
Agosto;30;Sevilla;2;2;0;0;0
Agosto;30;Huelva;3;3;0;0;0
Agosto;31;Sevilla;3;3;0;0;0
Agosto;31;Sevilla;2;2;0;0;0
Agosto;31;Sevilla;1;1;0;0;0
Agosto;31;Sevilla;2;2;0;0;0
Agosto;31;Sevilla;1;1;0;0;0
Septiembre;1;Sevilla;2;2;0;0;0
Septiembre;1;Sevilla;3;3;0;0;0
Septiembre;1;Sevilla;1;1;0;0;0
Septiembre;1;Sevilla;2;2;0;0;0
Septiembre;1;Sevilla;9;8;1;0;0
Septiembre;2;Sevilla;2;2;0;0;0
Septiembre;2;Sevilla;3;3;0;0;0
Septiembre;2;Sevilla;4;4;0;0;0
Septiembre;2;Sevilla;2;2;0;0;0
Septiembre;2;Sevilla;1;1;0;0;0
Septiembre;2;Sevilla;2;2;0;0;0
Septiembre;2;Sevilla;1;1;0;0;0
Septiembre;3;Sevilla;2;2;0;0;0
Septiembre;3;Sevilla;1;1;0;0;0
Septiembre;3;Granada;2;2;0;0;0
Septiembre;5;Sevilla;1;1;0;0;0
Septiembre;5;Sevilla;1;1;0;0;0
Septiembre;5;Sevilla;5;5;0;0;0
Septiembre;5;Sevilla;2;2;0;0;0
Septiembre;5;Sevilla;1;1;0;0;0
Septiembre;5;Sevilla;2;2;0;0;0
Septiembre;5;Sevilla;3;3;0;0;0
Septiembre;5;Sevilla;3;3;0;0;0
Septiembre;5;Sevilla;1;1;0;0;0
Septiembre;5;Granada;1;1;0;0;0
Septiembre;6;Sevilla;2;2;0;0;0
Septiembre;6;Sevilla;1;1;0;0;0
Septiembre;6;Sevilla;2;2;0;0;0
Septiembre;6;Sevilla;3;3;0;0;0
Septiembre;6;Sevilla;2;2;0;0;0
Septiembre;7;Sevilla;3;3;0;0;0
Septiembre;7;Sevilla;1;1;0;0;0
Septiembre;7;Sevilla;2;1;1;0;0
Septiembre;8;Sevilla;4;4;0;0;0
Septiembre;8;Sevilla;3;3;0;0;0
Septiembre;8;Sevilla;3;3;0;0;0
Septiembre;8;Sevilla;2;1;1;0;0
Septiembre;8;Sevilla;3;3;0;0;0
Septiembre;8;Sevilla;2;0;0;2;0
Septiembre;8;Sevilla;1;1;0;0;0
Septiembre;9;Huelva;2;2;0;0;0
Septiembre;9;Sevilla;1;1;0;0;0
Septiembre;9;Sevilla;4;4;0;0;0
Septiembre;9;Sevilla;3;1;2;0;0
Septiembre;9;Sevilla;4;4;0;0;0
Septiembre;9;Sevilla;2;2;0;0;0
Septiembre;9;Sevilla;1;1;0;0;0
Septiembre;9;Sevilla;1;1;0;0;0
Septiembre;9;Sevilla;1;1;0;0;0
Septiembre;9;Sevilla;1;1;0;0;0
Septiembre;10;Sevilla;1;0;1;0;0
Septiembre;10;Sevilla;1;1;0;0;0
Septiembre;10;Sevilla;1;1;0;0;0
Septiembre;10;Sevilla;1;1;0;0;0
Septiembre;11;Sevilla;3;2;1;0;0
Septiembre;12;Sevilla;2;2;0;0;0
Septiembre;12;Sevilla;4;3;0;1;0
Septiembre;12;Sevilla;3;2;1;0;0
Septiembre;12;Sevilla;2;2;0;0;0
Septiembre;12;Sevilla;1;1;0;0;0
Septiembre;12;Sevilla;1;1;0;0;0
Septiembre;12;Huelva;1;1;0;0;0
Septiembre;12;Granada;1;1;0;0;0
Septiembre;13;Sevilla;1;1;0;0;0
Septiembre;13;Sevilla;3;3;0;0;0
Septiembre;13;Sevilla;1;1;0;0;0
Septiembre;13;Sevilla;2;2;0;0;0
Septiembre;13;Sevilla;2;2;0;0;0
Septiembre;13;Sevilla;1;1;0;0;0
Septiembre;13;Sevilla;2;2;0;0;0
Septiembre;13;Sevilla;1;1;0;0;0
Septiembre;14;Sevilla;1;1;0;0;0
Septiembre;14;Sevilla;2;2;0;0;0
Septiembre;14;Sevilla;1;1;0;0;0
Septiembre;14;Sevilla;1;1;0;0;0
Septiembre;14;Sevilla;1;1;0;0;0
Septiembre;14;Huelva;9;5;2;2;0
Septiembre;14;Granada;1;1;0;0;0
Septiembre;15;Sevilla;2;2;0;0;0
Septiembre;15;Sevilla;3;3;0;0;0
Septiembre;15;Sevilla;6;6;0;0;0
Septiembre;15;Sevilla;3;3;0;0;0
Septiembre;15;Sevilla;1;1;0;0;0
Septiembre;16;Huelva;1;1;0;0;0
Septiembre;16;Sevilla;3;3;0;0;0
Septiembre;16;Sevilla;1;1;0;0;0
Septiembre;16;Sevilla;1;1;0;0;0
Septiembre;16;Sevilla;1;1;0;0;0
Septiembre;16;Sevilla;1;1;0;0;0
Septiembre;16;Sevilla;1;1;0;0;0
Septiembre;17;Granada;1;1;0;0;0
Septiembre;17;Sevilla;1;1;0;0;0
Septiembre;18;Sevilla;3;3;0;0;0
Septiembre;19;Sevilla;1;1;0;0;0
Septiembre;19;Sevilla;3;3;0;0;0
Septiembre;19;Sevilla;5;2;3;0;0
Septiembre;19;Sevilla;1;1;0;0;0
Septiembre;19;Sevilla;2;2;0;0;0
Septiembre;19;Sevilla;2;2;0;0;0
Septiembre;19;Granada;1;1;0;0;0
Septiembre;20;Sevilla;2;2;0;0;0
Septiembre;20;Sevilla;2;2;0;0;0
Septiembre;20;Sevilla;2;2;0;0;0
Septiembre;20;Sevilla;2;2;0;0;0
Septiembre;20;Sevilla;14;2;12;0;0
Septiembre;20;Sevilla;4;4;0;0;0
Septiembre;20;Sevilla;1;1;0;0;0
Septiembre;20;Sevilla;2;2;0;0;0
Septiembre;20;Huelva;3;3;0;0;0
Septiembre;21;Sevilla;1;1;0;0;0
Septiembre;21;Sevilla;2;2;0;0;0
Septiembre;21;Sevilla;5;1;4;0;0
Septiembre;21;Sevilla;3;3;0;0;0
Septiembre;21;Sevilla;3;3;0;0;0
Septiembre;21;Sevilla;2;2;0;0;0
Septiembre;21;Sevilla;2;2;0;0;0
Septiembre;22;Sevilla;3;3;0;0;0
Septiembre;22;Sevilla;9;1;8;0;0
Septiembre;22;Sevilla;2;2;0;0;0
Septiembre;22;Sevilla;2;2;0;0;0
Septiembre;22;Granada;1;1;0;0;0
Septiembre;23;Sevilla;1;1;0;0;0
Septiembre;23;Sevilla;1;1;0;0;0
Septiembre;23;Sevilla;11;4;4;3;0
Septiembre;23;Sevilla;1;1;0;0;0
Septiembre;23;Sevilla;1;1;0;0;0
Septiembre;23;Granada;5;1;4;0;0
Septiembre;24;Sevilla;6;2;4;0;0
Septiembre;24;Sevilla;1;1;0;0;0
Septiembre;24;Sevilla;5;5;0;0;0
Septiembre;24;Sevilla;1;1;0;0;0
Septiembre;24;Sevilla;3;0;3;0;0
Septiembre;24;Granada;6;2;4;0;0
Septiembre;25;Sevilla;6;0;6;0;0
Septiembre;26;Huelva;3;3;0;0;0
Septiembre;26;Sevilla;5;5;0;0;0
Septiembre;26;Sevilla;4;4;0;0;0
Septiembre;26;Sevilla;8;7;1;0;0
Septiembre;26;Sevilla;2;2;0;0;0
Septiembre;26;Sevilla;1;1;0;0;0
Septiembre;26;Sevilla;1;1;0;0;0
Septiembre;26;Granada;4;0;4;0;0
Septiembre;27;Sevilla;2;1;0;1;0
Septiembre;27;Sevilla;1;1;0;0;0
Septiembre;27;Sevilla;3;2;1;0;0
Septiembre;27;Sevilla;3;3;0;0;0
Septiembre;27;Sevilla;3;1;2;0;0
Septiembre;27;Sevilla;3;2;0;1;0
Septiembre;27;Cordoba;1;1;0;0;0
Septiembre;27;Huelva;1;1;0;0;0
Septiembre;27;Granada;6;2;4;0;0
Septiembre;28;Sevilla;4;2;2;0;0
Septiembre;28;Sevilla;1;1;0;0;0
Septiembre;28;Sevilla;4;2;2;0;0
Septiembre;28;Sevilla;1;1;0;0;0
Septiembre;28;Sevilla;1;1;0;0;0
Septiembre;28;Sevilla;5;5;0;0;0
Septiembre;28;Sevilla;2;0;0;2;0
Septiembre;28;Sevilla;1;0;1;0;0
Septiembre;28;Sevilla;2;2;0;0;0
Septiembre;28;Granada;6;5;1;0;0
Septiembre;29;Sevilla;1;1;0;0;0
Septiembre;29;Sevilla;1;0;1;0;0
Septiembre;29;Sevilla;4;4;0;0;0
Septiembre;29;Sevilla;1;0;1;0;0
Septiembre;29;Sevilla;4;4;0;0;0
Septiembre;29;Sevilla;2;2;0;0;0
Septiembre;29;Sevilla;1;1;0;0;0
Septiembre;29;Sevilla;2;2;0;0;0
Septiembre;29;Sevilla;1;1;0;0;0
Septiembre;29;Cordoba;4;2;2;0;0
Septiembre;29;Granada;2;1;1;0;0
Septiembre;29;Huelva;1;1;0;0;0
Septiembre;30;Sevilla;5;2;3;0;0
Septiembre;30;Sevilla;4;2;2;0;0
Septiembre;30;Sevilla;8;0;8;0;0
Septiembre;30;Sevilla;1;1;0;0;0
Septiembre;30;Sevilla;2;1;1;0;0
Septiembre;30;Sevilla;2;1;1;0;0
Septiembre;30;Sevilla;2;2;0;0;0
Septiembre;30;Sevilla;2;2;0;0;0
Septiembre;30;Sevilla;1;1;0;0;0
Septiembre;30;Sevilla;3;1;2;0;0
Septiembre;30;Sevilla;1;0;1;0;0
Septiembre;30;Cordoba;3;3;0;0;0
Septiembre;30;Granada;1;0;1;0;0
Octubre;1;Sevilla;4;4;0;0;0
Octubre;1;Sevilla;4;2;2;0;0
Octubre;1;Sevilla;1;1;0;0;0
Octubre;1;Sevilla;1;0;1;0;0
Octubre;1;Sevilla;1;1;0;0;0
Octubre;1;Sevilla;1;1;0;0;0
Octubre;1;Sevilla;1;1;0;0;0
Octubre;1;Sevilla;3;3;0;0;0
Octubre;1;Sevilla;1;1;0;0;0
Octubre;1;Sevilla;3;2;1;0;0
Octubre;1;Sevilla;1;0;1;0;0
Octubre;1;Sevilla;1;0;1;0;0
Octubre;1;Granada;3;2;1;0;0
Octubre;2;Sevilla;2;2;0;0;0
Octubre;2;Sevilla;4;1;3;0;0
Octubre;2;Sevilla;1;0;1;0;0
Octubre;3;Sevilla;9;8;1;0;0
Octubre;3;Sevilla;10;6;4;0;0
Octubre;3;Sevilla;3;3;0;0;0
Octubre;3;Sevilla;6;2;4;0;0
Octubre;3;Sevilla;6;0;6;0;0
Octubre;3;Sevilla;1;1;0;0;0
Octubre;3;Sevilla;2;2;0;0;0
Octubre;3;Sevilla;3;1;2;0;0
Octubre;3;Sevilla;1;1;0;0;0
Octubre;3;Sevilla;1;0;1;0;0
Octubre;3;Granada;5;2;3;0;0
Octubre;3;Huelva;7;3;4;0;0
Octubre;4;Sevilla;2;1;1;0;0
Octubre;4;Sevilla;1;1;0;0;0
Octubre;4;Sevilla;3;3;0;0;0
Octubre;4;Sevilla;1;0;1;0;0
Octubre;4;Sevilla;7;1;6;0;0
Octubre;4;Sevilla;2;2;0;0;0
Octubre;4;Sevilla;2;2;0;0;0
Octubre;4;Sevilla;1;1;0;0;0
Octubre;4;Sevilla;8;2;6;0;0
Octubre;4;Sevilla;3;2;1;0;0
Octubre;4;Sevilla;2;1;1;0;0
Octubre;4;Sevilla;3;3;0;0;0
Octubre;4;Cordoba;1;1;0;0;0
Octubre;4;Granada;3;1;2;0;0
Octubre;5;Sevilla;1;1;0;0;0
Octubre;5;Sevilla;2;2;0;0;0
Octubre;5;Sevilla;1;1;0;0;0
Octubre;5;Sevilla;1;1;0;0;0
Octubre;5;Sevilla;2;2;0;0;0
Octubre;5;Sevilla;2;1;1;0;0
Octubre;5;Sevilla;7;3;4;0;0
Octubre;5;Sevilla;10;4;6;0;0
Octubre;5;Sevilla;3;3;0;0;0
Octubre;5;Sevilla;4;4;0;0;0
Octubre;5;Sevilla;1;0;1;0;0
Octubre;5;Sevilla;1;1;0;0;0
Octubre;5;Sevilla;1;1;0;0;0
Octubre;5;Sevilla;5;4;1;0;0
Octubre;5;Granada;3;1;2;0;0
Octubre;6;Sevilla;3;2;1;0;0
Octubre;6;Sevilla;1;1;0;0;0
Octubre;6;Sevilla;5;5;0;0;0
Octubre;6;Sevilla;7;1;6;0;0
Octubre;6;Sevilla;2;2;0;0;0
Octubre;6;Sevilla;3;3;0;0;0
Octubre;6;Sevilla;1;1;0;0;0
Octubre;6;Sevilla;1;1;0;0;0
Octubre;6;Sevilla;1;1;0;0;0
Octubre;6;Sevilla;1;1;0;0;0
Octubre;6;Sevilla;3;2;1;0;0
Octubre;6;Sevilla;1;1;0;0;0
Octubre;6;Sevilla;4;0;4;0;0
Octubre;6;Huelva;1;1;0;0;0
Octubre;6;Cordoba;3;3;0;0;0
Octubre;6;Granada;3;0;3;0;0
Octubre;7;Sevilla;5;5;0;0;0
Octubre;7;Sevilla;1;1;0;0;0
Octubre;7;Sevilla;3;3;0;0;0
Octubre;7;Sevilla;6;3;3;0;0
Octubre;7;Sevilla;4;0;4;0;0
Octubre;7;Sevilla;3;0;3;0;0
Octubre;7;Sevilla;5;5;0;0;0
Octubre;7;Sevilla;2;1;0;1;0
Octubre;7;Huelva;4;2;2;0;0
Octubre;7;Cordoba;3;3;0;0;0
Octubre;7;Granada;5;1;4;0;0
Octubre;8;Sevilla;2;2;0;0;0
Octubre;8;Sevilla;3;3;0;0;0
Octubre;8;Sevilla;2;2;0;0;0
Octubre;8;Sevilla;1;1;0;0;0
Octubre;8;Sevilla;2;2;0;0;0
Octubre;8;Sevilla;3;1;2;0;0
Octubre;8;Sevilla;2;1;1;0;0
Octubre;8;Sevilla;5;2;3;0;0
Octubre;8;Sevilla;1;0;1;0;0
Octubre;8;Granada;4;0;4;0;0
Octubre;9;Sevilla;2;2;0;0;0
Octubre;9;Sevilla;4;1;3;0;0
Octubre;10;Sevilla;3;3;0;0;0
Octubre;10;Sevilla;1;1;0;0;0
Octubre;10;Sevilla;1;0;1;0;0
Octubre;10;Sevilla;1;1;0;0;0
Octubre;10;Sevilla;1;1;0;0;0
Octubre;10;Sevilla;3;3;0;0;0
Octubre;10;Sevilla;1;1;0;0;0
Octubre;10;Sevilla;1;1;0;0;0
Octubre;10;Sevilla;4;4;0;0;0
Octubre;10;Sevilla;1;1;0;0;0
Octubre;10;Sevilla;5;2;3;0;0
Octubre;10;Sevilla;3;3;0;0;0
Octubre;10;Sevilla;3;3;0;0;0
Octubre;10;Sevilla;5;5;0;0;0
Octubre;10;Sevilla;2;2;0;0;0
Octubre;10;Granada;4;0;4;0;0
Octubre;11;Sevilla;3;3;0;0;0
Octubre;11;Sevilla;2;2;0;0;0
Octubre;11;Sevilla;4;4;0;0;0
Octubre;11;Sevilla;4;4;0;0;0
Octubre;11;Sevilla;2;2;0;0;0
Octubre;11;Sevilla;1;1;0;0;0
Octubre;11;Sevilla;4;2;2;0;0
Octubre;11;Sevilla;2;2;0;0;0
Octubre;11;Sevilla;1;1;0;0;0
Octubre;11;Sevilla;2;2;0;0;0
Octubre;11;Sevilla;4;4;0;0;0
Octubre;11;Sevilla;1;1;0;0;0
Octubre;11;Sevilla;2;2;0;0;0
Octubre;11;Sevilla;1;1;0;0;0
Octubre;11;Huelva;2;2;0;0;0
Octubre;11;Granada;5;2;3;0;0
Octubre;13;Sevilla;2;1;1;0;0
Octubre;13;Sevilla;1;1;0;0;0
Octubre;13;Sevilla;9;9;0;0;0
Octubre;13;Sevilla;1;1;0;0;0
Octubre;13;Sevilla;3;0;3;0;0
Octubre;13;Sevilla;1;1;0;0;0
Octubre;13;Sevilla;1;0;0;1;0
Octubre;13;Sevilla;2;2;0;0;0
Octubre;13;Sevilla;2;2;0;0;0
Octubre;13;Sevilla;5;4;1;0;0
Octubre;13;Sevilla;1;1;0;0;0
Octubre;13;Sevilla;2;2;0;0;0
Octubre;13;Sevilla;2;2;0;0;0
Octubre;13;Sevilla;1;1;0;0;0
Octubre;13;Sevilla;1;1;0;0;0
Octubre;13;Sevilla;3;2;1;0;0
Octubre;13;Sevilla;1;0;1;0;0
Octubre;13;Cadiz;4;0;3;1;0
Octubre;13;Cordoba;5;5;0;0;0
Octubre;13;Granada;4;1;3;0;0
Octubre;14;Cadiz;2;0;1;1;0
Octubre;14;Sevilla;4;4;0;0;0
Octubre;14;Sevilla;2;2;0;0;0
Octubre;14;Sevilla;1;1;0;0;0
Octubre;14;Sevilla;3;3;0;0;0
Octubre;14;Sevilla;2;2;0;0;0
Octubre;14;Sevilla;5;3;2;0;0
Octubre;14;Sevilla;1;0;1;0;0
Octubre;14;Sevilla;2;2;0;0;0
Octubre;14;Sevilla;1;1;0;0;0
Octubre;14;Sevilla;4;1;3;0;0
Octubre;14;Sevilla;1;1;0;0;0
Octubre;14;Granada;6;1;5;0;0
Octubre;14;Huelva;2;2;0;0;0
Octubre;15;Cordoba;3;3;0;0;0
Octubre;15;Sevilla;2;2;0;0;0
Octubre;15;Sevilla;1;1;0;0;0
Octubre;15;Sevilla;1;1;0;0;0
